value,x,y,z
-223.66277,0.0,3.0,10.5
-223.66741,0.0,3.0,11.0
-223.66088,0.0,3.0,11.5
-223.65435,0.0,3.0,12.0
-223.64733,0.0,3.0,12.5
-223.64031,0.0,3.0,13.0
-223.63635,0.0,3.0,13.5
-223.63239,0.0,3.0,14.0
-223.628445,0.0,3.0,14.5
-223.6245,0.0,3.0,15.0
-223.621895,0.0,3.0,15.5
-223.61929,0.0,3.0,16.0
-223.61809,0.0,3.0,16.5
-223.61689,0.0,3.0,17.0
-223.617355,0.0,3.0,17.5
-223.61782,0.0,3.0,18.0
-223.62,0.0,3.0,18.5
-223.62218,0.0,3.0,19.0
-153.19635,0.0,3.5,0.0
-180.70029,0.0,3.5,0.5
-208.20423,0.0,3.5,1.0
-214.966375,0.0,3.5,1.5
-221.72852,0.0,3.5,2.0
-223.2889025,0.0,3.5,2.5
-224.849285,0.0,3.5,3.0
-225.0423225,0.0,3.5,3.5
-225.23536000000001,0.0,3.5,4.0
-225.0604925,0.0,3.5,4.5
-224.885625,0.0,3.5,5.0
-224.6434275,0.0,3.5,5.5
-224.40123,0.0,3.5,6.0
-224.20046,0.0,3.5,6.5
-223.99969,0.0,3.5,7.0
-223.89722749999999,0.0,3.5,7.5
-223.79476499999998,0.0,3.5,8.0
-223.7559575,0.0,3.5,8.5
-223.71715,0.0,3.5,9.0
-223.7006275,0.0,3.5,9.5
-223.684105,0.0,3.5,10.0
-223.6785175,0.0,3.5,10.5
-223.67293,0.0,3.5,11.0
-223.664515,0.0,3.5,11.5
-223.65609999999998,0.0,3.5,12.0
-223.64874500000002,0.0,3.5,12.5
-223.64139,0.0,3.5,13.0
-223.63662499999998,0.0,3.5,13.5
-223.63186,0.0,3.5,14.0
-223.62785250000002,0.0,3.5,14.5
-223.62384500000002,0.0,3.5,15.0
-223.621275,0.0,3.5,15.5
-223.618705,0.0,3.5,16.0
-223.61755499999998,0.0,3.5,16.5
-223.616405,0.0,3.5,17.0
-223.6169125,0.0,3.5,17.5
-223.61741999999998,0.0,3.5,18.0
-223.61964,0.0,3.5,18.5
-223.62186,0.0,3.5,19.0
-166.66165,0.0,4.0,0.0
-188.624955,0.0,4.0,0.5
-210.58826,0.0,4.0,1.0
-216.52420999999998,0.0,4.0,1.5
-222.46016,0.0,4.0,2.0
-223.83089,0.0,4.0,2.5
-225.20162,0.0,4.0,3.0
-225.32208500000002,0.0,4.0,3.5
-225.44255,0.0,4.0,4.0
-225.24569000000002,0.0,4.0,4.5
-225.04883,0.0,4.0,5.0
-224.79735,0.0,4.0,5.5
-224.54587,0.0,4.0,6.0
-224.3374,0.0,4.0,6.5
-224.12893,0.0,4.0,7.0
-224.00685,0.0,4.0,7.5
-223.88477,0.0,4.0,8.0
-223.82563,0.0,4.0,8.5
-223.76649,0.0,4.0,9.0
-223.73828500000002,0.0,4.0,9.5
-223.71008,0.0,4.0,10.0
-223.694265,0.0,4.0,10.5
-223.67845,0.0,4.0,11.0
-223.66815,0.0,4.0,11.5
-223.65785,0.0,4.0,12.0
-223.65016,0.0,4.0,12.5
-223.64247,0.0,4.0,13.0
-223.6369,0.0,4.0,13.5
-223.63133,0.0,4.0,14.0
-223.62725999999998,0.0,4.0,14.5
-223.62319,0.0,4.0,15.0
-223.620655,0.0,4.0,15.5
-223.61812,0.0,4.0,16.0
-223.61702,0.0,4.0,16.5
-223.61592,0.0,4.0,17.0
-223.61647,0.0,4.0,17.5
-223.61702,0.0,4.0,18.0
-223.61928,0.0,4.0,18.5
-223.62154,0.0,4.0,19.0
-188.97101,0.0,4.5,0.0
-202.284665,0.0,4.5,0.5
-215.59832,0.0,4.5,1.0
-219.5687775,0.0,4.5,1.5
-223.53923500000002,0.0,4.5,2.0
-224.52166499999998,0.0,4.5,2.5
-225.504095,0.0,4.5,3.0
-225.5754925,0.0,4.5,3.5
-225.64688999999998,0.0,4.5,4.0
-225.45685250000002,0.0,4.5,4.5
-225.266815,0.0,4.5,5.0
-225.01851750000003,0.0,4.5,5.5
-224.77022,0.0,4.5,6.0
-224.54057,0.0,4.5,6.5
-224.31092,0.0,4.5,7.0
-224.1513225,0.0,4.5,7.5
-223.991725,0.0,4.5,8.0
-223.90388249999998,0.0,4.5,8.5
-223.81604,0.0,4.5,9.0
-223.7730525,0.0,4.5,9.5
-223.730065,0.0,4.5,10.0
-223.708175,0.0,4.5,10.5
-223.686285,0.0,4.5,11.0
-223.6734275,0.0,4.5,11.5
-223.66057,0.0,4.5,12.0
-223.6518425,0.0,4.5,12.5
-223.643115,0.0,4.5,13.0
-223.63708499999998,0.0,4.5,13.5
-223.631055,0.0,4.5,14.0
-223.62685249999998,0.0,4.5,14.5
-223.62265,0.0,4.5,15.0
-223.62013000000002,0.0,4.5,15.5
-223.61761,0.0,4.5,16.0
-223.61656,0.0,4.5,16.5
-223.61551,0.0,4.5,17.0
-223.61608999999999,0.0,4.5,17.5
-223.61667,0.0,4.5,18.0
-223.6189575,0.0,4.5,18.5
-223.621245,0.0,4.5,19.0
-211.28037,0.0,5.0,0.0
-215.944375,0.0,5.0,0.5
-220.60838,0.0,5.0,1.0
-222.613345,0.0,5.0,1.5
-224.61831,0.0,5.0,2.0
-225.21244000000002,0.0,5.0,2.5
-225.80657,0.0,5.0,3.0
-225.82889999999998,0.0,5.0,3.5
-225.85123,0.0,5.0,4.0
-225.668015,0.0,5.0,4.5
-225.4848,0.0,5.0,5.0
-225.239685,0.0,5.0,5.5
-224.99457,0.0,5.0,6.0
-224.74374,0.0,5.0,6.5
-224.49291,0.0,5.0,7.0
-224.295795,0.0,5.0,7.5
-224.09868,0.0,5.0,8.0
-223.982135,0.0,5.0,8.5
-223.86559,0.0,5.0,9.0
-223.80782,0.0,5.0,9.5
-223.75005,0.0,5.0,10.0
-223.722085,0.0,5.0,10.5
-223.69412,0.0,5.0,11.0
-223.67870499999998,0.0,5.0,11.5
-223.66329,0.0,5.0,12.0
-223.653525,0.0,5.0,12.5
-223.64376,0.0,5.0,13.0
-223.63727,0.0,5.0,13.5
-223.63078,0.0,5.0,14.0
-223.626445,0.0,5.0,14.5
-223.62211,0.0,5.0,15.0
-223.61960499999998,0.0,5.0,15.5
-223.6171,0.0,5.0,16.0
-223.61610000000002,0.0,5.0,16.5
-223.6151,0.0,5.0,17.0
-223.61571,0.0,5.0,17.5
-223.61632,0.0,5.0,18.0
-223.61863499999998,0.0,5.0,18.5
-223.62095,0.0,5.0,19.0
-216.53262,0.0,5.5,0.0
-219.0668525,0.0,5.5,0.5
-221.601085,0.0,5.5,1.0
-222.87222500000001,0.0,5.5,1.5
-224.14336500000002,0.0,5.5,2.0
-224.73615,0.0,5.5,2.5
-225.328935,0.0,5.5,3.0
-225.525135,0.0,5.5,3.5
-225.721335,0.0,5.5,4.0
-225.65420999999998,0.0,5.5,4.5
-225.587085,0.0,5.5,5.0
-225.38159750000003,0.0,5.5,5.5
-225.17611,0.0,5.5,6.0
-224.92709000000002,0.0,5.5,6.5
-224.67807,0.0,5.5,7.0
-224.45371749999998,0.0,5.5,7.5
-224.229365,0.0,5.5,8.0
-224.08046499999998,0.0,5.5,8.5
-223.93156499999998,0.0,5.5,9.0
-223.85379749999998,0.0,5.5,9.5
-223.77603,0.0,5.5,10.0
-223.7397875,0.0,5.5,10.5
-223.70354500000002,0.0,5.5,11.0
-223.68507,0.0,5.5,11.5
-223.666595,0.0,5.5,12.0
-223.655645,0.0,5.5,12.5
-223.644695,0.0,5.5,13.0
-223.63634,0.0,5.5,13.5
-223.627985,0.0,5.5,14.0
-223.6250225,0.0,5.5,14.5
-223.62205999999998,0.0,5.5,15.0
-223.619405,0.0,5.5,15.5
-223.61675,0.0,5.5,16.0
-223.615765,0.0,5.5,16.5
-223.61478,0.0,5.5,17.0
-223.615415,0.0,5.5,17.5
-223.61605,0.0,5.5,18.0
-223.61838999999998,0.0,5.5,18.5
-223.62072999999998,0.0,5.5,19.0
-221.78487,0.0,6.0,0.0
-222.18933,0.0,6.0,0.5
-222.59379,0.0,6.0,1.0
-223.131105,0.0,6.0,1.5
-223.66842,0.0,6.0,2.0
-224.25986,0.0,6.0,2.5
-224.8513,0.0,6.0,3.0
-225.22137,0.0,6.0,3.5
-225.59144,0.0,6.0,4.0
-225.640405,0.0,6.0,4.5
-225.68937,0.0,6.0,5.0
-225.52351,0.0,6.0,5.5
-225.35765,0.0,6.0,6.0
-225.11043999999998,0.0,6.0,6.5
-224.86323,0.0,6.0,7.0
-224.61164,0.0,6.0,7.5
-224.36005,0.0,6.0,8.0
-224.17879499999998,0.0,6.0,8.5
-223.99754,0.0,6.0,9.0
-223.89977499999998,0.0,6.0,9.5
-223.80201,0.0,6.0,10.0
-223.75749000000002,0.0,6.0,10.5
-223.71297,0.0,6.0,11.0
-223.691435,0.0,6.0,11.5
-223.6699,0.0,6.0,12.0
-223.657765,0.0,6.0,12.5
-223.64563,0.0,6.0,13.0
-223.63541,0.0,6.0,13.5
-223.62519,0.0,6.0,14.0
-223.6236,0.0,6.0,14.5
-223.62201,0.0,6.0,15.0
-223.619205,0.0,6.0,15.5
-223.6164,0.0,6.0,16.0
-223.61543,0.0,6.0,16.5
-223.61446,0.0,6.0,17.0
-223.61512,0.0,6.0,17.5
-223.61578,0.0,6.0,18.0
-223.618145,0.0,6.0,18.5
-223.62051,0.0,6.0,19.0
-217.97431,0.0,6.5,0.0
-216.66282,0.0,6.5,0.5
-215.35133000000002,0.0,6.5,1.0
-216.183895,0.0,6.5,1.5
-217.01646,0.0,6.5,2.0
-219.2028725,0.0,6.5,2.5
-221.389285,0.0,6.5,3.0
-222.889245,0.0,6.5,3.5
-224.389205,0.0,6.5,4.0
-224.919805,0.0,6.5,4.5
-225.450405,0.0,6.5,5.0
-225.4389975,0.0,6.5,5.5
-225.42759,0.0,6.5,6.0
-225.21260999999998,0.0,6.5,6.5
-224.99763,0.0,6.5,7.0
-224.73892999999998,0.0,6.5,7.5
-224.48023,0.0,6.5,8.0
-224.27378249999998,0.0,6.5,8.5
-224.067335,0.0,6.5,9.0
-223.94926750000002,0.0,6.5,9.5
-223.8312,0.0,6.5,10.0
-223.77703,0.0,6.5,10.5
-223.72286000000003,0.0,6.5,11.0
-223.6980775,0.0,6.5,11.5
-223.673295,0.0,6.5,12.0
-223.66003750000002,0.0,6.5,12.5
-223.64678,0.0,6.5,13.0
-223.6374275,0.0,6.5,13.5
-223.628075,0.0,6.5,14.0
-223.625005,0.0,6.5,14.5
-223.621935,0.0,6.5,15.0
-223.6190825,0.0,6.5,15.5
-223.61623,0.0,6.5,16.0
-223.615245,0.0,6.5,16.5
-223.61426,0.0,6.5,17.0
-223.6149325,0.0,6.5,17.5
-223.61560500000002,0.0,6.5,18.0
-223.61798249999998,0.0,6.5,18.5
-223.62036,0.0,6.5,19.0
-214.16375,0.0,7.0,0.0
-211.13630999999998,0.0,7.0,0.5
-208.10887,0.0,7.0,1.0
-209.236685,0.0,7.0,1.5
-210.3645,0.0,7.0,2.0
-214.145885,0.0,7.0,2.5
-217.92727,0.0,7.0,3.0
-220.55712,0.0,7.0,3.5
-223.18697,0.0,7.0,4.0
-224.199205,0.0,7.0,4.5
-225.21144,0.0,7.0,5.0
-225.354485,0.0,7.0,5.5
-225.49753,0.0,7.0,6.0
-225.31477999999998,0.0,7.0,6.5
-225.13203,0.0,7.0,7.0
-224.86622,0.0,7.0,7.5
-224.60041,0.0,7.0,8.0
-224.36877,0.0,7.0,8.5
-224.13713,0.0,7.0,9.0
-223.99876,0.0,7.0,9.5
-223.86039,0.0,7.0,10.0
-223.79657,0.0,7.0,10.5
-223.73275,0.0,7.0,11.0
-223.70472,0.0,7.0,11.5
-223.67669,0.0,7.0,12.0
-223.66231,0.0,7.0,12.5
-223.64793,0.0,7.0,13.0
-223.639445,0.0,7.0,13.5
-223.63096,0.0,7.0,14.0
-223.62641,0.0,7.0,14.5
-223.62186,0.0,7.0,15.0
-223.61896000000002,0.0,7.0,15.5
-223.61606,0.0,7.0,16.0
-223.61506,0.0,7.0,16.5
-223.61406,0.0,7.0,17.0
-223.614745,0.0,7.0,17.5
-223.61543,0.0,7.0,18.0
-223.61782,0.0,7.0,18.5
-223.62021,0.0,7.0,19.0
-193.251995,0.0,7.5,0.0
-175.9821275,0.0,7.5,0.5
-158.71226000000001,0.0,7.5,1.0
-165.71310499999998,0.0,7.5,1.5
-172.71395,0.0,7.5,2.0
-189.204125,0.0,7.5,2.5
-205.6943,0.0,7.5,3.0
-212.90067,0.0,7.5,3.5
-220.10703999999998,0.0,7.5,4.0
-222.3219475,0.0,7.5,4.5
-224.536855,0.0,7.5,5.0
-224.9811725,0.0,7.5,5.5
-225.42549000000002,0.0,7.5,6.0
-225.308315,0.0,7.5,6.5
-225.19114,0.0,7.5,7.0
-224.93430750000002,0.0,7.5,7.5
-224.67747500000002,0.0,7.5,8.0
-224.43300499999998,0.0,7.5,8.5
-224.188535,0.0,7.5,9.0
-224.03597000000002,0.0,7.5,9.5
-223.88340499999998,0.0,7.5,10.0
-223.81194499999998,0.0,7.5,10.5
-223.740485,0.0,7.5,11.0
-223.70997250000002,0.0,7.5,11.5
-223.67946,0.0,7.5,12.0
-223.6642225,0.0,7.5,12.5
-223.64898499999998,0.0,7.5,13.0
-223.64028000000002,0.0,7.5,13.5
-223.631575,0.0,7.5,14.0
-223.62677,0.0,7.5,14.5
-223.621965,0.0,7.5,15.0
-223.61899,0.0,7.5,15.5
-223.616015,0.0,7.5,16.0
-223.6150075,0.0,7.5,16.5
-223.614,0.0,7.5,17.0
-223.61468,0.0,7.5,17.5
-223.61536,0.0,7.5,18.0
-223.617705,0.0,7.5,18.5
-223.62005,0.0,7.5,19.0
-172.34024,0.0,8.0,0.0
-140.827945,0.0,8.0,0.5
-109.31565,0.0,8.0,1.0
-122.189525,0.0,8.0,1.5
-135.0634,0.0,8.0,2.0
-164.262365,0.0,8.0,2.5
-193.46133,0.0,8.0,3.0
-205.24421999999998,0.0,8.0,3.5
-217.02711,0.0,8.0,4.0
-220.44468999999998,0.0,8.0,4.5
-223.86227,0.0,8.0,5.0
-224.60786000000002,0.0,8.0,5.5
-225.35345,0.0,8.0,6.0
-225.30185,0.0,8.0,6.5
-225.25025,0.0,8.0,7.0
-225.00239499999998,0.0,8.0,7.5
-224.75454,0.0,8.0,8.0
-224.49723999999998,0.0,8.0,8.5
-224.23994,0.0,8.0,9.0
-224.07317999999998,0.0,8.0,9.5
-223.90642,0.0,8.0,10.0
-223.82732,0.0,8.0,10.5
-223.74822,0.0,8.0,11.0
-223.715225,0.0,8.0,11.5
-223.68223,0.0,8.0,12.0
-223.666135,0.0,8.0,12.5
-223.65004,0.0,8.0,13.0
-223.641115,0.0,8.0,13.5
-223.63219,0.0,8.0,14.0
-223.62713000000002,0.0,8.0,14.5
-223.62207,0.0,8.0,15.0
-223.61902,0.0,8.0,15.5
-223.61597,0.0,8.0,16.0
-223.614955,0.0,8.0,16.5
-223.61394,0.0,8.0,17.0
-223.61461500000001,0.0,8.0,17.5
-223.61529,0.0,8.0,18.0
-223.61759,0.0,8.0,18.5
-223.61989,0.0,8.0,19.0
-145.765455,0.0,8.5,0.0
-38.100547500000005,0.0,8.5,0.5
69.56436,0.0,8.5,1.0
7.797800249999996,0.0,8.5,1.5
-53.968759500000004,0.0,8.5,2.0
-117.79023724999999,0.0,8.5,2.5
-181.611715,0.0,8.5,3.0
-198.268305,0.0,8.5,3.5
-214.924895,0.0,8.5,4.0
-219.1879775,0.0,8.5,4.5
-223.45105999999998,0.0,8.5,5.0
-224.3685375,0.0,8.5,5.5
-225.28601500000002,0.0,8.5,6.0
-225.27231749999999,0.0,8.5,6.5
-225.25862,0.0,8.5,7.0
-225.0171375,0.0,8.5,7.5
-224.775655,0.0,8.5,8.0
-224.515585,0.0,8.5,8.5
-224.255515,0.0,8.5,9.0
-224.08445249999997,0.0,8.5,9.5
-223.91339,0.0,8.5,10.0
-223.832125,0.0,8.5,10.5
-223.75086,0.0,8.5,11.0
-223.7171425,0.0,8.5,11.5
-223.683425,0.0,8.5,12.0
-223.667015,0.0,8.5,12.5
-223.65060499999998,0.0,8.5,13.0
-223.6415425,0.0,8.5,13.5
-223.63248,0.0,8.5,14.0
-223.62735000000004,0.0,8.5,14.5
-223.62222,0.0,8.5,15.0
-223.6191375,0.0,8.5,15.5
-223.61605500000002,0.0,8.5,16.0
-223.615025,0.0,8.5,16.5
-223.613995,0.0,8.5,17.0
-223.61467000000002,0.0,8.5,17.5
-223.615345,0.0,8.5,18.0
-223.61769500000003,0.0,8.5,18.5
-223.620045,0.0,8.5,19.0
-119.19067,0.0,9.0,0.0
64.62684999999999,0.0,9.0,0.5
248.44437,0.0,9.0,1.0
137.7851255,0.0,9.0,1.5
27.125881,0.0,9.0,2.0
-71.3181095,0.0,9.0,2.5
-169.7621,0.0,9.0,3.0
-191.29239,0.0,9.0,3.5
-212.82268,0.0,9.0,4.0
-217.931265,0.0,9.0,4.5
-223.03985,0.0,9.0,5.0
-224.129215,0.0,9.0,5.5
-225.21858,0.0,9.0,6.0
-225.242785,0.0,9.0,6.5
-225.26699,0.0,9.0,7.0
-225.03188,0.0,9.0,7.5
-224.79677,0.0,9.0,8.0
-224.53393,0.0,9.0,8.5
-224.27109,0.0,9.0,9.0
-224.095725,0.0,9.0,9.5
-223.92036,0.0,9.0,10.0
-223.83693,0.0,9.0,10.5
-223.7535,0.0,9.0,11.0
-223.71906,0.0,9.0,11.5
-223.68462,0.0,9.0,12.0
-223.667895,0.0,9.0,12.5
-223.65117,0.0,9.0,13.0
-223.64197000000001,0.0,9.0,13.5
-223.63277,0.0,9.0,14.0
-223.62757,0.0,9.0,14.5
-223.62237,0.0,9.0,15.0
-223.619255,0.0,9.0,15.5
-223.61614,0.0,9.0,16.0
-223.615095,0.0,9.0,16.5
-223.61405,0.0,9.0,17.0
-223.614725,0.0,9.0,17.5
-223.6154,0.0,9.0,18.0
-223.6178,0.0,9.0,18.5
-223.6202,0.0,9.0,19.0
-151.1416,0.0,9.5,0.0
-48.501895000000005,0.0,9.5,0.5
54.13781,0.0,9.5,1.0
-5.292154750000002,0.0,9.5,1.5
-64.7221195,0.0,9.5,2.0
-124.48998975,0.0,9.5,2.5
-184.25786,0.0,9.5,3.0
