value,x,y,z
-224.64917,3.0,14.5,6.5
-224.50281,3.0,14.5,7.0
-224.412365,3.0,14.5,7.5
-224.32192,3.0,14.5,8.0
-224.2642725,3.0,14.5,8.5
-224.206625,3.0,14.5,9.0
-224.14897249999999,3.0,14.5,9.5
-224.09132,3.0,14.5,10.0
-224.02786749999999,3.0,14.5,10.5
-223.964415,3.0,14.5,11.0
-223.9057875,3.0,14.5,11.5
-223.84716,3.0,14.5,12.0
-223.8007875,3.0,14.5,12.5
-223.754415,3.0,14.5,13.0
-223.72294499999998,3.0,14.5,13.5
-223.69147500000003,3.0,14.5,14.0
-223.6732825,3.0,14.5,14.5
-223.65509,3.0,14.5,15.0
-223.64572750000002,3.0,14.5,15.5
-223.636365,3.0,14.5,16.0
-223.63203499999997,3.0,14.5,16.5
-223.627705,3.0,14.5,17.0
-223.62667749999997,3.0,14.5,17.5
-223.62565,3.0,14.5,18.0
-223.627,3.0,14.5,18.5
-223.62835,3.0,14.5,19.0
-224.62688,3.0,15.0,0.0
-224.59174000000002,3.0,15.0,0.5
-224.5566,3.0,15.0,1.0
-224.574925,3.0,15.0,1.5
-224.59325,3.0,15.0,2.0
-224.722385,3.0,15.0,2.5
-224.85152,3.0,15.0,3.0
-224.96819,3.0,15.0,3.5
-225.08486,3.0,15.0,4.0
-225.06741499999998,3.0,15.0,4.5
-225.04997,3.0,15.0,5.0
-224.93023499999998,3.0,15.0,5.5
-224.8105,3.0,15.0,6.0
-224.70039,3.0,15.0,6.5
-224.59028,3.0,15.0,7.0
-224.52245,3.0,15.0,7.5
-224.45462,3.0,15.0,8.0
-224.407875,3.0,15.0,8.5
-224.36113,3.0,15.0,9.0
-224.29802999999998,3.0,15.0,9.5
-224.23493,3.0,15.0,10.0
-224.15263,3.0,15.0,10.5
-224.07033,3.0,15.0,11.0
-223.990905,3.0,15.0,11.5
-223.91148,3.0,15.0,12.0
-223.84982000000002,3.0,15.0,12.5
-223.78816,3.0,15.0,13.0
-223.74752,3.0,15.0,13.5
-223.70688,3.0,15.0,14.0
-223.68418000000003,3.0,15.0,14.5
-223.66148,3.0,15.0,15.0
-223.65032000000002,3.0,15.0,15.5
-223.63916,3.0,15.0,16.0
-223.63416,3.0,15.0,16.5
-223.62916,3.0,15.0,17.0
-223.627855,3.0,15.0,17.5
-223.62655,3.0,15.0,18.0
-223.62777499999999,3.0,15.0,18.5
-223.629,3.0,15.0,19.0
-223.45819,3.0,15.5,0.0
-222.9546625,3.0,15.5,0.5
-222.45113500000002,3.0,15.5,1.0
-222.30607500000002,3.0,15.5,1.5
-222.16101500000002,3.0,15.5,2.0
-222.62189999999998,3.0,15.5,2.5
-223.082785,3.0,15.5,3.0
-223.67137000000002,3.0,15.5,3.5
-224.259955,3.0,15.5,4.0
-224.54621500000002,3.0,15.5,4.5
-224.832475,3.0,15.5,5.0
-224.84320749999998,3.0,15.5,5.5
-224.85394,3.0,15.5,6.0
-224.78904500000002,3.0,15.5,6.5
-224.72415,3.0,15.5,7.0
-224.6805625,3.0,15.5,7.5
-224.636975,3.0,15.5,8.0
-224.5936875,3.0,15.5,8.5
-224.5504,3.0,15.5,9.0
-224.472895,3.0,15.5,9.5
-224.39539,3.0,15.5,10.0
-224.28859999999997,3.0,15.5,10.5
-224.18181,3.0,15.5,11.0
-224.07777000000002,3.0,15.5,11.5
-223.97373,3.0,15.5,12.0
-223.8952575,3.0,15.5,12.5
-223.81678499999998,3.0,15.5,13.0
-223.7674375,3.0,15.5,13.5
-223.71809000000002,3.0,15.5,14.0
-223.69175,3.0,15.5,14.5
-223.66541,3.0,15.5,15.0
-223.65298750000002,3.0,15.5,15.5
-223.64056499999998,3.0,15.5,16.0
-223.63523,3.0,15.5,16.5
-223.629895,3.0,15.5,17.0
-223.6284625,3.0,15.5,17.5
-223.62703,3.0,15.5,18.0
-223.6282075,3.0,15.5,18.5
-223.629385,3.0,15.5,19.0
-222.2895,3.0,16.0,0.0
-221.317585,3.0,16.0,0.5
-220.34567,3.0,16.0,1.0
-220.037225,3.0,16.0,1.5
-219.72878,3.0,16.0,2.0
-220.521415,3.0,16.0,2.5
-221.31405,3.0,16.0,3.0
-222.37455,3.0,16.0,3.5
-223.43505,3.0,16.0,4.0
-224.025015,3.0,16.0,4.5
-224.61498,3.0,16.0,5.0
-224.75618,3.0,16.0,5.5
-224.89738,3.0,16.0,6.0
-224.8777,3.0,16.0,6.5
-224.85802,3.0,16.0,7.0
-224.83867500000002,3.0,16.0,7.5
-224.81933,3.0,16.0,8.0
-224.77949999999998,3.0,16.0,8.5
-224.73967,3.0,16.0,9.0
-224.64776,3.0,16.0,9.5
-224.55585,3.0,16.0,10.0
-224.42457000000002,3.0,16.0,10.5
-224.29329,3.0,16.0,11.0
-224.164635,3.0,16.0,11.5
-224.03598,3.0,16.0,12.0
-223.940695,3.0,16.0,12.5
-223.84541,3.0,16.0,13.0
-223.787355,3.0,16.0,13.5
-223.7293,3.0,16.0,14.0
-223.69932,3.0,16.0,14.5
-223.66934,3.0,16.0,15.0
-223.655655,3.0,16.0,15.5
-223.64197,3.0,16.0,16.0
-223.6363,3.0,16.0,16.5
-223.63063,3.0,16.0,17.0
-223.62907,3.0,16.0,17.5
-223.62751,3.0,16.0,18.0
-223.62864000000002,3.0,16.0,18.5
-223.62977,3.0,16.0,19.0
-219.82156,3.0,16.5,0.0
-217.5880975,3.0,16.5,0.5
-215.354635,3.0,16.5,1.0
-214.524225,3.0,16.5,1.5
-213.693815,3.0,16.5,2.0
-215.5030825,3.0,16.5,2.5
-217.31235,3.0,16.5,3.0
-219.5569925,3.0,16.5,3.5
-221.80163499999998,3.0,16.5,4.0
-222.9843175,3.0,16.5,4.5
-224.167,3.0,16.5,5.0
-224.51349749999997,3.0,16.5,5.5
-224.859995,3.0,16.5,6.0
-224.88500749999997,3.0,16.5,6.5
-224.91002,3.0,16.5,7.0
-224.88604000000004,3.0,16.5,7.5
-224.86205999999999,3.0,16.5,8.0
-224.81114250000002,3.0,16.5,8.5
-224.760225,3.0,16.5,9.0
-224.6578025,3.0,16.5,9.5
-224.55538,3.0,16.5,10.0
-224.41816250000002,3.0,16.5,10.5
-224.280945,3.0,16.5,11.0
-224.15140250000002,3.0,16.5,11.5
-224.02186,3.0,16.5,12.0
-223.928155,3.0,16.5,12.5
-223.83445,3.0,16.5,13.0
-223.778455,3.0,16.5,13.5
-223.72246,3.0,16.5,14.0
-223.6941625,3.0,16.5,14.5
-223.665865,3.0,16.5,15.0
-223.65315,3.0,16.5,15.5
-223.640435,3.0,16.5,16.0
-223.635245,3.0,16.5,16.5
-223.630055,3.0,16.5,17.0
-223.62872249999998,3.0,16.5,17.5
-223.62739,3.0,16.5,18.0
-223.6285725,3.0,16.5,18.5
-223.629755,3.0,16.5,19.0
-217.35362,3.0,17.0,0.0
-213.85861,3.0,17.0,0.5
-210.3636,3.0,17.0,1.0
-209.011225,3.0,17.0,1.5
-207.65885,3.0,17.0,2.0
-210.48475000000002,3.0,17.0,2.5
-213.31065,3.0,17.0,3.0
-216.73943500000001,3.0,17.0,3.5
-220.16822,3.0,17.0,4.0
-221.94362,3.0,17.0,4.5
-223.71902,3.0,17.0,5.0
-224.270815,3.0,17.0,5.5
-224.82261,3.0,17.0,6.0
-224.892315,3.0,17.0,6.5
-224.96202,3.0,17.0,7.0
-224.933405,3.0,17.0,7.5
-224.90479,3.0,17.0,8.0
-224.842785,3.0,17.0,8.5
-224.78078,3.0,17.0,9.0
-224.667845,3.0,17.0,9.5
-224.55491,3.0,17.0,10.0
-224.411755,3.0,17.0,10.5
-224.2686,3.0,17.0,11.0
-224.13817,3.0,17.0,11.5
-224.00774,3.0,17.0,12.0
-223.915615,3.0,17.0,12.5
-223.82349,3.0,17.0,13.0
-223.769555,3.0,17.0,13.5
-223.71562,3.0,17.0,14.0
-223.689005,3.0,17.0,14.5
-223.66239,3.0,17.0,15.0
-223.650645,3.0,17.0,15.5
-223.6389,3.0,17.0,16.0
-223.63419,3.0,17.0,16.5
-223.62948,3.0,17.0,17.0
-223.628375,3.0,17.0,17.5
-223.62727,3.0,17.0,18.0
-223.62850500000002,3.0,17.0,18.5
-223.62974,3.0,17.0,19.0
-202.11137000000002,3.5,0.0,0.0
-179.4615875,3.5,0.0,0.5
-156.811805,3.5,0.0,1.0
-140.5570955,3.5,0.0,1.5
-124.302386,3.5,0.0,2.0
-151.967363,3.5,0.0,2.5
-179.63234,3.5,0.0,3.0
-195.63953999999998,3.5,0.0,3.5
-211.64674000000002,3.5,0.0,4.0
-216.75824500000002,3.5,0.0,4.5
-221.86975,3.5,0.0,5.0
-223.2023,3.5,0.0,5.5
-224.53485,3.5,0.0,6.0
-224.78390000000002,3.5,0.0,6.5
-225.03295,3.5,0.0,7.0
-225.017575,3.5,0.0,7.5
-225.00220000000002,3.5,0.0,8.0
-224.9327425,3.5,0.0,8.5
-224.86328500000002,3.5,0.0,9.0
-224.75507,3.5,0.0,9.5
-224.646855,3.5,0.0,10.0
-224.4919,3.5,0.0,10.5
-224.33694500000001,3.5,0.0,11.0
-224.18197499999997,3.5,0.0,11.5
-224.027005,3.5,0.0,12.0
-223.9193075,3.5,0.0,12.5
-223.81161,3.5,0.0,13.0
-223.75504750000002,3.5,0.0,13.5
-223.698485,3.5,0.0,14.0
-223.6741525,3.5,0.0,14.5
-223.64982,3.5,0.0,15.0
-223.641225,3.5,0.0,15.5
-223.63263,3.5,0.0,16.0
-223.62988,3.5,0.0,16.5
-223.62713000000002,3.5,0.0,17.0
-223.6269475,3.5,0.0,17.5
-223.62676499999998,3.5,0.0,18.0
-223.62830749999998,3.5,0.0,18.5
-223.62985,3.5,0.0,19.0
-208.11431499999998,3.5,0.5,0.0
-193.50285125000002,3.5,0.5,0.5
-178.8913875,3.5,0.5,1.0
-169.32556775,3.5,0.5,1.5
-159.759748,3.5,0.5,2.0
-176.51405649999998,3.5,0.5,2.5
-193.26836500000002,3.5,0.5,3.0
-204.1560325,3.5,0.5,3.5
-215.0437,3.5,0.5,4.0
-218.84199250000003,3.5,0.5,4.5
-222.640285,3.5,0.5,5.0
-223.62671,3.5,0.5,5.5
-224.613135,3.5,0.5,6.0
-224.71954749999998,3.5,0.5,6.5
-224.82596,3.5,0.5,7.0
-224.72208625,3.5,0.5,7.5
-224.6182125,3.5,0.5,8.0
-224.50032124999998,3.5,0.5,8.5
-224.38243,3.5,0.5,9.0
-224.2712975,3.5,0.5,9.5
-224.160165,3.5,0.5,10.0
-224.06703625,3.5,0.5,10.5
-223.9739075,3.5,0.5,11.0
-223.89126,3.5,0.5,11.5
-223.8086125,3.5,0.5,12.0
-223.75714125,3.5,0.5,12.5
-223.70567,3.5,0.5,13.0
-223.67985375,3.5,0.5,13.5
-223.65403750000002,3.5,0.5,14.0
-223.64354125,3.5,0.5,14.5
-223.633045,3.5,0.5,15.0
-223.6297225,3.5,0.5,15.5
-223.6264,3.5,0.5,16.0
-223.62553625,3.5,0.5,16.5
-223.62467250000003,3.5,0.5,17.0
-223.62516875000003,3.5,0.5,17.5
-223.625665,3.5,0.5,18.0
-223.62746124999998,3.5,0.5,18.5
-223.6292575,3.5,0.5,19.0
-214.11726,3.5,1.0,0.0
-207.544115,3.5,1.0,0.5
-200.97097,3.5,1.0,1.0
-198.09404,3.5,1.0,1.5
-195.21711,3.5,1.0,2.0
-201.06074999999998,3.5,1.0,2.5
-206.90438999999998,3.5,1.0,3.0
-212.672525,3.5,1.0,3.5
-218.44065999999998,3.5,1.0,4.0
-220.92574,3.5,1.0,4.5
-223.41082,3.5,1.0,5.0
-224.05112000000003,3.5,1.0,5.5
-224.69142,3.5,1.0,6.0
-224.655195,3.5,1.0,6.5
-224.61897,3.5,1.0,7.0
-224.42659749999999,3.5,1.0,7.5
-224.23422499999998,3.5,1.0,8.0
-224.0679,3.5,1.0,8.5
-223.90157499999998,3.5,1.0,9.0
-223.78752500000002,3.5,1.0,9.5
-223.673475,3.5,1.0,10.0
-223.64217250000002,3.5,1.0,10.5
-223.61087,3.5,1.0,11.0
-223.600545,3.5,1.0,11.5
-223.59022,3.5,1.0,12.0
-223.594975,3.5,1.0,12.5
-223.59973000000002,3.5,1.0,13.0
-223.60466,3.5,1.0,13.5
-223.60959,3.5,1.0,14.0
-223.61293,3.5,1.0,14.5
-223.61627,3.5,1.0,15.0
-223.61822,3.5,1.0,15.5
-223.62017,3.5,1.0,16.0
-223.6211925,3.5,1.0,16.5
-223.622215,3.5,1.0,17.0
-223.62339000000003,3.5,1.0,17.5
-223.62456500000002,3.5,1.0,18.0
-223.62661500000002,3.5,1.0,18.5
-223.628665,3.5,1.0,19.0
-218.30063,3.5,1.5,0.0
-214.52689875,3.5,1.5,0.5
-210.7531675,3.5,1.5,1.0
-209.16039,3.5,1.5,1.5
-207.5676125,3.5,1.5,2.0
-210.90165499999998,3.5,1.5,2.5
-214.2356975,3.5,1.5,3.0
-217.65328749999995,3.5,1.5,3.5
-221.07087750000002,3.5,1.5,4.0
-222.57765375000002,3.5,1.5,4.5
-224.08443,3.5,1.5,5.0
-224.40702124999999,3.5,1.5,5.5
-224.7296125,3.5,1.5,6.0
-224.5884175,3.5,1.5,6.5
-224.44722249999998,3.5,1.5,7.0
-224.21341875,3.5,1.5,7.5
-223.97961499999997,3.5,1.5,8.0
-223.79286,3.5,1.5,8.5
-223.606105,3.5,1.5,9.0
-223.52764249999998,3.5,1.5,9.5
-223.44918,3.5,1.5,10.0
-223.45705375,3.5,1.5,10.5
-223.46492750000002,3.5,1.5,11.0
-223.49082625,3.5,1.5,11.5
-223.516725,3.5,1.5,12.0
-223.54019,3.5,1.5,12.5
-223.56365499999998,3.5,1.5,13.0
-223.57869625,3.5,1.5,13.5
-223.5937375,3.5,1.5,14.0
-223.60176500000003,3.5,1.5,14.5
-223.60979250000003,3.5,1.5,15.0
-223.61356249999997,3.5,1.5,15.5
-223.6173325,3.5,1.5,16.0
-223.61905625000003,3.5,1.5,16.5
-223.62078000000002,3.5,1.5,17.0
-223.62223500000005,3.5,1.5,17.5
-223.62368999999998,3.5,1.5,18.0
-223.6258675,3.5,1.5,18.5
-223.62804500000001,3.5,1.5,19.0
-222.48399999999998,3.5,2.0,0.0
-221.5096825,3.5,2.0,0.5
-220.535365,3.5,2.0,1.0
-220.22674,3.5,2.0,1.5
-219.918115,3.5,2.0,2.0
-220.74256,3.5,2.0,2.5
-221.567005,3.5,2.0,3.0
-222.63405,3.5,2.0,3.5
-223.701095,3.5,2.0,4.0
-224.2295675,3.5,2.0,4.5
-224.75804,3.5,2.0,5.0
-224.7629225,3.5,2.0,5.5
-224.767805,3.5,2.0,6.0
-224.52164,3.5,2.0,6.5
-224.275475,3.5,2.0,7.0
-224.00024000000002,3.5,2.0,7.5
-223.725005,3.5,2.0,8.0
-223.51782000000003,3.5,2.0,8.5
-223.310635,3.5,2.0,9.0
-223.26776,3.5,2.0,9.5
-223.224885,3.5,2.0,10.0
-223.271935,3.5,2.0,10.5
-223.318985,3.5,2.0,11.0
-223.38110749999998,3.5,2.0,11.5
-223.44323,3.5,2.0,12.0
-223.48540500000001,3.5,2.0,12.5
-223.52758,3.5,2.0,13.0
-223.5527325,3.5,2.0,13.5
-223.577885,3.5,2.0,14.0
-223.5906,3.5,2.0,14.5
-223.603315,3.5,2.0,15.0
-223.60890500000002,3.5,2.0,15.5
-223.61449499999998,3.5,2.0,16.0
-223.61692,3.5,2.0,16.5
-223.619345,3.5,2.0,17.0
-223.62107999999998,3.5,2.0,17.5
-223.622815,3.5,2.0,18.0
-223.62512,3.5,2.0,18.5
-223.62742500000002,3.5,2.0,19.0
-223.63886749999998,3.5,2.5,0.0
-223.19724625,3.5,2.5,0.5
-222.75562499999998,3.5,2.5,1.0
-222.61532499999998,3.5,2.5,1.5
-222.475025,3.5,2.5,2.0
-222.91041750000002,3.5,2.5,2.5
-223.34581,3.5,2.5,3.0
-223.88999625,3.5,2.5,3.5
-224.4341825,3.5,2.5,4.0
-224.65564125000003,3.5,2.5,4.5
-224.87709999999998,3.5,2.5,5.0
-224.77741249999997,3.5,2.5,5.5
-224.677725,3.5,2.5,6.0
-224.42488124999997,3.5,2.5,6.5
-224.1720375,3.5,2.5,7.0
-223.93041875,3.5,2.5,7.5
-223.68880000000001,3.5,2.5,8.0
-223.5091025,3.5,2.5,8.5
-223.329405,3.5,2.5,9.0
-223.31319624999998,3.5,2.5,9.5
-223.2969875,3.5,2.5,10.0
-223.3356925,3.5,2.5,10.5
-223.3743975,3.5,2.5,11.0
-223.4231825,3.5,2.5,11.5
-223.4719675,3.5,2.5,12.0
-223.506145,3.5,2.5,12.5
-223.5403225,3.5,2.5,13.0
-223.56172125,3.5,2.5,13.5
-223.58312,3.5,2.5,14.0
-223.59406750000002,3.5,2.5,14.5
-223.60501499999998,3.5,2.5,15.0
-223.60986874999998,3.5,2.5,15.5
-223.6147225,3.5,2.5,16.0
-223.61685625,3.5,2.5,16.5
-223.61899000000003,3.5,2.5,17.0
-223.62063625000002,3.5,2.5,17.5
-223.62228249999998,3.5,2.5,18.0
-223.6245675,3.5,2.5,18.5
-223.6268525,3.5,2.5,19.0
-224.793735,3.5,3.0,0.0
-224.88481,3.5,3.0,0.5
-224.975885,3.5,3.0,1.0
-225.00391,3.5,3.0,1.5
-225.031935,3.5,3.0,2.0
-225.078275,3.5,3.0,2.5
-225.124615,3.5,3.0,3.0
-225.1459425,3.5,3.0,3.5
-225.16726999999997,3.5,3.0,4.0
-225.08171499999997,3.5,3.0,4.5
-224.99615999999997,3.5,3.0,5.0
-224.7919025,3.5,3.0,5.5
-224.587645,3.5,3.0,6.0
-224.3281225,3.5,3.0,6.5
-224.0686,3.5,3.0,7.0
-223.86059750000004,3.5,3.0,7.5
-223.65259500000002,3.5,3.0,8.0
-223.500385,3.5,3.0,8.5
-223.348175,3.5,3.0,9.0
-223.3586325,3.5,3.0,9.5
-223.36909,3.5,3.0,10.0
-223.39945,3.5,3.0,10.5
-223.42980999999997,3.5,3.0,11.0
-223.4652575,3.5,3.0,11.5
-223.500705,3.5,3.0,12.0
-223.52688500000002,3.5,3.0,12.5
-223.553065,3.5,3.0,13.0
-223.57071000000002,3.5,3.0,13.5
-223.588355,3.5,3.0,14.0
-223.597535,3.5,3.0,14.5
-223.606715,3.5,3.0,15.0
-223.6108325,3.5,3.0,15.5
-223.61495,3.5,3.0,16.0
-223.6167925,3.5,3.0,16.5
-223.61863499999998,3.5,3.0,17.0
-223.6201925,3.5,3.0,17.5
-223.62175000000002,3.5,3.0,18.0
-223.62401499999999,3.5,3.0,18.5
-223.62628,3.5,3.0,19.0
-224.891515,3.5,3.5,0.0
-225.13155625000002,3.5,3.5,0.5
-225.37159749999998,3.5,3.5,1.0
-225.41569499999997,3.5,3.5,1.5
-225.4597925,3.5,3.5,2.0
-225.42497375000002,3.5,3.5,2.5
-225.390155,3.5,3.5,3.0
-225.30627625,3.5,3.5,3.5
-225.2223975,3.5,3.5,4.0
-225.07053,3.5,3.5,4.5
-224.91866249999998,3.5,3.5,5.0
-224.69981125,3.5,3.5,5.5
-224.48096,3.5,3.5,6.0
-224.25178125,3.5,3.5,6.5
-224.0226025,3.5,3.5,7.0
-223.85648750000001,3.5,3.5,7.5
-223.69037250000002,3.5,3.5,8.0
-223.56778875,3.5,3.5,8.5
-223.445205,3.5,3.5,9.0
-223.44895624999998,3.5,3.5,9.5
-223.4527075,3.5,3.5,10.0
-223.4739375,3.5,3.5,10.5
-223.4951675,3.5,3.5,11.0
-223.51721625000005,3.5,3.5,11.5
-223.539265,3.5,3.5,12.0
-223.55695625000004,3.5,3.5,12.5
-223.5746475,3.5,3.5,13.0
-223.5866075,3.5,3.5,13.5
-223.5985675,3.5,3.5,14.0
-223.6047125,3.5,3.5,14.5
-223.6108575,3.5,3.5,15.0
-223.6135625,3.5,3.5,15.5
-223.6162675,3.5,3.5,16.0
-223.61750624999996,3.5,3.5,16.5
-223.618745,3.5,3.5,17.0
-223.62005,3.5,3.5,17.5
-223.621355,3.5,3.5,18.0
-223.6235375,3.5,3.5,18.5
-223.62572,3.5,3.5,19.0
-224.989295,3.5,4.0,0.0
-225.3783025,3.5,4.0,0.5
-225.76731,3.5,4.0,1.0
-225.82747999999998,3.5,4.0,1.5
-225.88765,3.5,4.0,2.0
-225.77167250000002,3.5,4.0,2.5
-225.65569499999998,3.5,4.0,3.0
-225.46661000000003,3.5,4.0,3.5
-225.27752500000003,3.5,4.0,4.0
-225.059345,3.5,4.0,4.5
-224.841165,3.5,4.0,5.0
-224.60772,3.5,4.0,5.5
-224.374275,3.5,4.0,6.0
-224.17543999999998,3.5,4.0,6.5
-223.976605,3.5,4.0,7.0
-223.8523775,3.5,4.0,7.5
-223.72815,3.5,4.0,8.0
-223.6351925,3.5,4.0,8.5
-223.542235,3.5,4.0,9.0
-223.53928,3.5,4.0,9.5
-223.53632499999998,3.5,4.0,10.0
-223.548425,3.5,4.0,10.5
-223.56052499999998,3.5,4.0,11.0
-223.569175,3.5,4.0,11.5
-223.57782500000002,3.5,4.0,12.0
-223.5870275,3.5,4.0,12.5
-223.59623,3.5,4.0,13.0
-223.602505,3.5,4.0,13.5
-223.60878,3.5,4.0,14.0
-223.61189,3.5,4.0,14.5
-223.615,3.5,4.0,15.0
-223.6162925,3.5,4.0,15.5
-223.617585,3.5,4.0,16.0
-223.61821999999998,3.5,4.0,16.5
-223.618855,3.5,4.0,17.0
-223.61990749999998,3.5,4.0,17.5
-223.62096,3.5,4.0,18.0
-223.62306,3.5,4.0,18.5
-223.62516,3.5,4.0,19.0
-224.67696,3.5,4.5,0.0
-225.2006675,3.5,4.5,0.5
-225.724375,3.5,4.5,1.0
-225.79308125,3.5,4.5,1.5
-225.8617875,3.5,4.5,2.0
-225.73551125,3.5,4.5,2.5
-225.609235,3.5,4.5,3.0
-225.41404,3.5,4.5,3.5
-225.21884500000002,3.5,4.5,4.0
-224.9993225,3.5,4.5,4.5
-224.77980000000002,3.5,4.5,5.0
-224.56046999999998,3.5,4.5,5.5
-224.34114,3.5,4.5,6.0
-224.16457250000002,3.5,4.5,6.5
-223.988005,3.5,4.5,7.0
-223.87915375,3.5,4.5,7.5
-223.7703025,3.5,4.5,8.0
-223.69771375,3.5,4.5,8.5
-223.625125,3.5,4.5,9.0
-223.61115875000002,3.5,4.5,9.5
-223.5971925,3.5,4.5,10.0
-223.597895,3.5,4.5,10.5
-223.5985975,3.5,4.5,11.0
-223.60086,3.5,4.5,11.5
-223.60312249999998,3.5,4.5,12.0
-223.60692625,3.5,4.5,12.5
-223.61073000000002,3.5,4.5,13.0
-223.61345,3.5,4.5,13.5
-223.61617,3.5,4.5,14.0
-223.61706250000003,3.5,4.5,14.5
-223.617955,3.5,4.5,15.0
-223.61830125000003,3.5,4.5,15.5
-223.6186475,3.5,4.5,16.0
-223.61874625000002,3.5,4.5,16.5
-223.618845,3.5,4.5,17.0
-223.61966624999997,3.5,4.5,17.5
-223.6204875,3.5,4.5,18.0
-223.62253625,3.5,4.5,18.5
-223.624585,3.5,4.5,19.0
-224.364625,3.5,5.0,0.0
-225.0230325,3.5,5.0,0.5
-225.68144,3.5,5.0,1.0
-225.75868250000002,3.5,5.0,1.5
-225.835925,3.5,5.0,2.0
-225.69934999999998,3.5,5.0,2.5
-225.562775,3.5,5.0,3.0
-225.36147,3.5,5.0,3.5
-225.160165,3.5,5.0,4.0
-224.9393,3.5,5.0,4.5
-224.718435,3.5,5.0,5.0
-224.51322000000002,3.5,5.0,5.5
-224.30800499999998,3.5,5.0,6.0
-224.153705,3.5,5.0,6.5
-223.99940500000002,3.5,5.0,7.0
-223.90593,3.5,5.0,7.5
-223.812455,3.5,5.0,8.0
-223.760235,3.5,5.0,8.5
-223.708015,3.5,5.0,9.0
-223.6830375,3.5,5.0,9.5
-223.65806,3.5,5.0,10.0
-223.647365,3.5,5.0,10.5
-223.63666999999998,3.5,5.0,11.0
-223.632545,3.5,5.0,11.5
-223.62842,3.5,5.0,12.0
-223.626825,3.5,5.0,12.5
-223.62523,3.5,5.0,13.0
-223.624395,3.5,5.0,13.5
-223.62356,3.5,5.0,14.0
-223.62223500000002,3.5,5.0,14.5
-223.62091,3.5,5.0,15.0
-223.62031000000002,3.5,5.0,15.5
-223.61971,3.5,5.0,16.0
-223.6192725,3.5,5.0,16.5
-223.618835,3.5,5.0,17.0
-223.619425,3.5,5.0,17.5
-223.620015,3.5,5.0,18.0
-223.6220125,3.5,5.0,18.5
-223.62401,3.5,5.0,19.0
-224.0687825,3.5,5.5,0.0
-224.7926275,3.5,5.5,0.5
-225.5164725,3.5,5.5,1.0
-225.60750749999997,3.5,5.5,1.5
-225.6985425,3.5,5.5,2.0
-225.58465124999998,3.5,5.5,2.5
-225.47075999999998,3.5,5.5,3.0
-225.2986975,3.5,5.5,3.5
-225.126635,3.5,5.5,4.0
-224.93358250000003,3.5,5.5,4.5
-224.74053,3.5,5.5,5.0
-224.55426375,3.5,5.5,5.5
-224.3679975,3.5,5.5,6.0
-224.21531750000003,3.5,5.5,6.5
-224.06263750000002,3.5,5.5,7.0
-223.96195125000003,3.5,5.5,7.5
-223.861265,3.5,5.5,8.0
-223.80227874999997,3.5,5.5,8.5
-223.7432925,3.5,5.5,9.0
-223.71350250000003,3.5,5.5,9.5
-223.6837125,3.5,5.5,10.0
-223.667215,3.5,5.5,10.5
-223.65071749999998,3.5,5.5,11.0
-223.64578999999998,3.5,5.5,11.5
-223.6408625,3.5,5.5,12.0
-223.636775,3.5,5.5,12.5
-223.6326875,3.5,5.5,13.0
-223.63006124999998,3.5,5.5,13.5
-223.627435,3.5,5.5,14.0
-223.62525500000004,3.5,5.5,14.5
-223.623075,3.5,5.5,15.0
-223.62158875,3.5,5.5,15.5
-223.6201025,3.5,5.5,16.0
-223.61934000000002,3.5,5.5,16.5
-223.61857750000001,3.5,5.5,17.0
-223.61904,3.5,5.5,17.5
-223.6195025,3.5,5.5,18.0
-223.62151125000003,3.5,5.5,18.5
-223.62351999999998,3.5,5.5,19.0
-223.77294,3.5,6.0,0.0
-224.5622225,3.5,6.0,0.5
-225.351505,3.5,6.0,1.0
-225.4563325,3.5,6.0,1.5
-225.56116,3.5,6.0,2.0
-225.4699525,3.5,6.0,2.5
-225.37874499999998,3.5,6.0,3.0
-225.23592499999998,3.5,6.0,3.5
-225.09310499999998,3.5,6.0,4.0
-224.927865,3.5,6.0,4.5
-224.762625,3.5,6.0,5.0
-224.5953075,3.5,6.0,5.5
-224.42799,3.5,6.0,6.0
-224.27693000000002,3.5,6.0,6.5
-224.12587000000002,3.5,6.0,7.0
-224.0179725,3.5,6.0,7.5
-223.910075,3.5,6.0,8.0
-223.8443225,3.5,6.0,8.5
-223.77857,3.5,6.0,9.0
-223.74396750000002,3.5,6.0,9.5
-223.709365,3.5,6.0,10.0
-223.687065,3.5,6.0,10.5
-223.664765,3.5,6.0,11.0
-223.659035,3.5,6.0,11.5
-223.653305,3.5,6.0,12.0
-223.646725,3.5,6.0,12.5
-223.64014500000002,3.5,6.0,13.0
-223.63572750000003,3.5,6.0,13.5
-223.63130999999998,3.5,6.0,14.0
-223.628275,3.5,6.0,14.5
-223.62524000000002,3.5,6.0,15.0
-223.62286749999998,3.5,6.0,15.5
-223.620495,3.5,6.0,16.0
-223.6194075,3.5,6.0,16.5
-223.61831999999998,3.5,6.0,17.0
-223.61865500000002,3.5,6.0,17.5
-223.61899,3.5,6.0,18.0
-223.62101,3.5,6.0,18.5
-223.62303,3.5,6.0,19.0
-223.927215,3.5,6.5,0.0
-224.56127375,3.5,6.5,0.5
-225.1953325,3.5,6.5,1.0
-225.28461249999998,3.5,6.5,1.5
-225.3738925,3.5,6.5,2.0
-225.33004,3.5,6.5,2.5
